NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,Position,AVG,MIN,MAX,delay_0-0.1,delay_0.1-0.3,delay_0.3-1,delay_1-3,delay_3-10,delay_10-30,delay_30-100,gt100,IdLogNum,FailureDescription
X13146PAZ,98064,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,SCC0418-1.1,MINI-LINK 6691,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98066,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,STC0292-1.1,MINI-LINK 6691,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98027,1/7/100 'Towards_GH9024'PacketLinks=1/2/1,2019-03-25 00:00:00,24,Near End,GS0141-TN01.1,AMM 6PC,-,1,0,100,86352,48,0,0,0,0,0,0,0,-
X13146PAZ,98060,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,SW0727-TN01.1,AMM 6PC,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Failure - File Transfer Failed
X13146PAZ,98081,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,SGH9041-1.1,MINI-LINK 6692,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98080,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,SCC0240-1.1,MINI-LINK 6691,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98030,1/7/100,2019-03-25 00:00:00,24,Near End,GN0187-TN01.1,AMM 6PC,-,1,0,30,86396,0,0,0,0,0,0,0,0,-
X13146PAZ,98082,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,SGN0085-1.1,MINI-LINK 6691,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98090,Unreachable Bulk FC,2019-03-25 00:00:00,24,Near End,STD0024-1.1,MINI-LINK 6691,-,-,-,-,-,-,-,-,-,-,-,-,0,PM Collection failure as object not enabled on NE
X13146PAZ,98063,1/7/100 'JC0951-TN01'PacketLinks=1/2/1,2019-03-25 00:00:00,24,Near End,JC0951-TN01.1,AMM 6PC,-,1,0,37,86400,0,0,0,0,0,0,0,0,-
